item_id,name,category,price,link,short_description,designer,basic_color,furniture
80385348,IVAR,Bookcases & shelving units,75,https://www.ikea.com/sa/en/p/ivar-drawer-white-80385348/,"        Drawer,          39x30x14 cm",Sarah Fager,white,other
275674,OXBERG,Bookcases & shelving units,245,https://www.ikea.com/sa/en/p/oxberg-panel-glass-door-black-brown-00275674/,"        Panel/glass door,          40x192 cm",002.756.74 Adjustable hinges allow you to adjust the door horizontally and vertically.Panel/glass doors provide dust-free storage and let you hide or display things according to your needs.Hinges included.Knobs included.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.1 door will fit BILLY bookcase 40 cm and 2 doors will fit BILLY bookcase 80 cm.Can be used on the corner unit only if the shelf next to it has no doors.The door does not fit bookcases purchased in the spring of 2014 or earlier.,black,other
9285683,IVAR,Bookcases & shelving units,726,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-shelves-rails-pine-s09285683/,"        Shelving unit with shelves/rails,          174x50x179 cm",IKEA of Sweden,other,other
9288021,IVAR,Bookcases & shelving units,563,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-shelves-rails-pine-s09288021/,"        Shelving unit with shelves/rails,          174x50x124-179 cm",IKEA of Sweden,other,other
10388661,HAVSTA,Bookcases & shelving units,80,https://www.ikea.com/sa/en/p/havsta-plinth-white-10388661/,"        Plinth,          81x37x12 cm",IKEA of Sweden,white,other
49903842,ALGOT,Bookcases & shelving units,231,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s49903842/,"        Wall upright/shelves,          66x61x197 cm",Francis Cayouette,white,other
50334317,BILLSBRO,Bookcases & shelving units,45,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334317/,"        Handle,          520 mm",H Preutz/A Fredriksson,white,other
69017475,KALLAX,Bookcases & shelving units,895,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-white-s69017475/,"        Shelving unit with 8 inserts,          147x147 cm",Tord Björklund,white,other
70348894,BJÄRRED,Bookcases & shelving units,49,https://www.ikea.com/sa/en/p/bjaerred-handle-stainless-steel-black-leather-70348894/,"        Handle,          175 mm",H Preutz/A Fredriksson,black,other
79320758,SVALNÄS,Bookcases & shelving units,1830,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s79320758/,"        Wall-mounted workspace combination,          213x35x176 cm",Jon Karlsson,white,other
89248535,IVAR,Bookcases & shelving units,1085,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s89248535/,"        3 sections/shelves,          259x50x226 cm",IKEA of Sweden,other,other
9903820,ALGOT,Bookcases & shelving units,234,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s09903820/,"        Wall upright/shelves/rod,          66x41x197 cm",Francis Cayouette,white,other
10323599,BILLSBRO,Bookcases & shelving units,69,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-10323599/,"        Handle,          2220 mm",H Preutz/A Fredriksson,other,other
19221087,EKET,Bookcases & shelving units,1218,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-light-grey-s19221087/,"        Cabinet combination with feet,          140x35x212 cm",IKEA of Sweden/Jon Karlsson,white,cabinet
19277116,BILLY / BOTTNA,Bookcases & shelving units,315,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s19277116/,"        Bookcase with display shelf,          80x28x202 cm",Gillis Lundgren/K Hagberg/M Hagberg,white,shelf
20330599,UPPLEVA,Bookcases & shelving units,199,https://www.ikea.com/sa/en/p/uppleva-bracket-for-tv-swivel-light-grey-20330599/,"        Bracket for TV, swivel,          37-55 ""","203.305.99 The TV-bracket can be angled for change of viewing position, and easy access to cables and connections.The TV bracket has integrated cable management so you can easily gather and conceal wires for a neater TV solution.UPPLEVA TV-brackets are VESA-compatibleFits most 37-55"" flat screen TVs.Fits MOSTORP, MALSJÖ and BESTÅ TV benches.",grey,other
29275715,BROR,Bookcases & shelving units,2150,https://www.ikea.com/sa/en/p/bror-storage-w-shelves-cabinet-trolley-s29275715/,        Storage w shelves/cabinet/trolley,IKEA of Sweden,other,cabinet
29286399,EKET,Bookcases & shelving units,661,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-grey-dark-grey-s29286399/,"        Wall-mounted cabinet combination,          175x35x70 cm",IKEA of Sweden/Jon Karlsson,white,cabinet
29294554,VITTSJÖ,Bookcases & shelving units,695,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s29294554/,"        Storage combination,          202x36x175 cm",Johan Kroon,black,other
29912767,ALGOT,Bookcases & shelving units,528,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s29912767/,"        Wall upright/shelves/rod,          190x40x84 cm",Francis Cayouette,white,other
30323598,BILLSBRO,Bookcases & shelving units,49,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-30323598/,"        Handle,          1880 mm",H Preutz/A Fredriksson,other,other
40226790,UPPLEVA,Bookcases & shelving units,145,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-tilt-swivel-40226790/,"        Wall bracket for TV, tilt/swivel,          19-32 """,IKEA of Sweden,other,other
49017749,ALGOT,Bookcases & shelving units,474,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s49017749/,"        Wall upright/shelves,          190x41x87 cm",Francis Cayouette,white,other
40211595,GALANT,Bookcases & shelving units,695,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40211595/,"        Add-on unit,          160x80 cm",K Malmvall/E Lilja Löwenhielm,white,other
49320774,SVALNÄS,Bookcases & shelving units,1840,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s49320774/,"        Wall-mounted workspace combination,          233x35x176 cm",Jon Karlsson,white,other
59276172,ALGOT,Bookcases & shelving units,477,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s59276172/,"        Wall upright/shelves/rod,          132x41x199 cm",Francis Cayouette,white,other
59287986,IVAR,Bookcases & shelving units,498,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-rails-cover-s59287986/,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",IKEA of Sweden,other,other
60294797,HANVIKEN,Bookcases & shelving units,50,https://www.ikea.com/sa/en/p/hanviken-drawer-front-black-brown-60294797/,"        Drawer front,          60x26 cm",Marcus Arvonen,black,other
79265926,HAVSTA,Bookcases & shelving units,2980,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-white-s79265926/,"        Storage combination w glass doors,          203x47x212 cm",IKEA of Sweden,white,other
79272677,BROR,Bookcases & shelving units,1335,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-s79272677/,"        Shelving unit with cabinets,          161x40x133 cm",IKEA of Sweden,other,cabinet
79303103,ALGOT,Bookcases & shelving units,383,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-s79303103/,"        Wall upright/shelves/drying rack,          132x61x197 cm",Francis Cayouette,other,other
80414256,VASSVIKEN,Bookcases & shelving units,100,https://www.ikea.com/sa/en/p/vassviken-door-drawer-front-white-80414256/,"        Door/drawer front,          60x38 cm",IKEA of Sweden,white,other
99221026,EKET,Bookcases & shelving units,978,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s99221026/,"        Wall-mounted cabinet combination,          70x35x105 cm",IKEA of Sweden/Jon Karlsson,white,cabinet
50357002,KALLRÖR,Bookcases & shelving units,25,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,"        Handle,          213 mm",IKEA of Sweden,other,other
20334314,BILLSBRO,Bookcases & shelving units,15,https://www.ikea.com/sa/en/p/billsbro-handle-white-20334314/,"        Handle,          40 mm",H Preutz/A Fredriksson,white,other
49248354,IVAR,Bookcases & shelving units,878,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s49248354/,"        2 sections/shelves,          174x50x226 cm",IKEA of Sweden,other,other
20338411,BAGGANÄS,Bookcases & shelving units,50,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-20338411/,"        Handle,          335 mm",H Preutz/A Fredriksson,other,other
19272699,BROR,Bookcases & shelving units,1335,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s19272699/,"        Shelving unit,          254x40x190 cm",IKEA of Sweden,black,other
40104109,BILLY,Bookcases & shelving units,20,https://www.ikea.com/sa/en/p/billy-corner-fittings-galvanised-40104109/,        Corner fittings,IKEA of Sweden,other,other
90291858,SINDVIK,Bookcases & shelving units,150,https://www.ikea.com/sa/en/p/sindvik-glass-door-white-clear-glass-90291858/,"        Glass door,          60x64 cm",Marcus Arvonen,white,other
10273090,MÖLLARP,Bookcases & shelving units,12,https://www.ikea.com/sa/en/p/moellarp-knob-black-10273090/,"        Knob,          14 mm",K Hagberg/M Hagberg,black,other
10364523,KALLVIKEN,Bookcases & shelving units,170,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,"        Door,          60x64 cm",IKEA of Sweden,grey,other
50425987,KALLVIKEN,Bookcases & shelving units,135,https://www.ikea.com/sa/en/p/kallviken-door-drawer-front-dark-grey-concrete-effect-50425987/,"        Door/drawer front,          60x38 cm",IKEA of Sweden,grey,other
30425988,KALLVIKEN,Bookcases & shelving units,95,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,"        Drawer front,          60x26 cm",IKEA of Sweden,grey,other
49282994,BROR,Bookcases & shelving units,530,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s49282994/,"        Shelving unit,          85x40x190 cm",IKEA of Sweden,black,other
70318161,IVAR,Bookcases & shelving units,39,https://www.ikea.com/sa/en/p/ivar-shelf-pine-70318161/,"        Shelf,          42x50 cm",IKEA of Sweden,other,shelf
50370353,MOSSARYD,Bookcases & shelving units,29,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-black-50370353/,"        Drop handle,          49 mm",Francis Cayouette,black,other
80340048,EKET,Bookcases & shelving units,20,https://www.ikea.com/sa/en/p/eket-suspension-rail-80340048/,"        Suspension rail,          70 cm",IKEA of Sweden,other,other
89283005,BROR,Bookcases & shelving units,670,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-black-s89283005/,"        Shelving unit with cabinets,          85x40x110 cm",IKEA of Sweden,black,cabinet
89294532,VITTSJÖ,Bookcases & shelving units,790,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s89294532/,"        Storage combination,          200x36x175 cm",Johan Kroon,black,other
20443624,BESTÅ,Bookcases & shelving units,225,https://www.ikea.com/sa/en/p/besta-top-panel-concrete-effect-light-grey-20443624/,"        Top panel,          180x42 cm",IKEA of Sweden,grey,other
69903799,ALGOT,Bookcases & shelving units,204,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s69903799/,"        Wall upright/shelves,          46x41x197 cm",Francis Cayouette,white,other
70428904,EKET,Bookcases & shelving units,75,https://www.ikea.com/sa/en/p/eket-leg-metal-70428904/,"        Leg,          10 cm","704.289.04 Metal legs raise your EKET combination from the floor, giving a light airy look and making it easy to clean the floor underneath.Adjustable feet; stands steady also on an uneven floor.",other,other
50275619,OXBERG,Bookcases & shelving units,80,https://www.ikea.com/sa/en/p/oxberg-glass-door-white-50275619/,"        Glass door,          40x35 cm",502.756.19 Adjustable hinges allow you to adjust the door horizontally and vertically.Glass doors keep your favourite items free from dust but still visible.Hinges included.Knobs included.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Can be used on the corner unit only if the shelf next to it has no doors.,white,other
322897,SVALNÄS,Bookcases & shelving units,310,https://www.ikea.com/sa/en/p/svalnaes-cabinet-with-2-doors-bamboo-white-00322897/,"        Cabinet with 2 doors,          61x35 cm",Jon Karlsson,white,other
333278,BROR,Bookcases & shelving units,90,https://www.ikea.com/sa/en/p/bror-post-black-00333278/,"        Post,          110 cm",IKEA of Sweden,black,other
10353765,KLIMPEN,Bookcases & shelving units,345,https://www.ikea.com/sa/en/p/klimpen-table-leg-with-storage-grey-light-grey-10353765/,"        Table leg with storage,          58x70 cm",Tina Christensen,grey,table
294795,HANVIKEN,Bookcases & shelving units,75,https://www.ikea.com/sa/en/p/hanviken-door-drawer-front-black-brown-00294795/,"        Door/drawer front,          60x38 cm",Marcus Arvonen,black,other
20390574,STALLARP,Bookcases & shelving units,45,https://www.ikea.com/sa/en/p/stallarp-leg-chrome-plated-20390574/,        Leg,Carl Öjerstam,other,other
30357003,KALLRÖR,Bookcases & shelving units,45,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,"        Handle,          597 mm",IKEA of Sweden,other,other
40247368,BESTÅ,Bookcases & shelving units,195,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-40247368/,"        Frame,          60x40x128 cm",IKEA of Sweden,grey,other
70388639,HAVSTA,Bookcases & shelving units,545,https://www.ikea.com/sa/en/p/havsta-shelving-unit-white-70388639/,"        Shelving unit,          81x35x123 cm",IKEA of Sweden,white,other
79184435,SVALNÄS,Bookcases & shelving units,410,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s79184435/,"        Wall-mounted shelf combination,          66x25x176 cm",Jon Karlsson,other,shelf
99303970,BROR,Bookcases & shelving units,1315,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s99303970/,"        Shelving unit,          254x55x190 cm",IKEA of Sweden,white,other
80291854,SINDVIK,Bookcases & shelving units,100,https://www.ikea.com/sa/en/p/sindvik-glass-door-white-clear-glass-80291854/,"        Glass door,          60x38 cm",Marcus Arvonen,white,other
39286558,HYLLIS,Bookcases & shelving units,141,https://www.ikea.com/sa/en/p/hyllis-shelving-units-with-covers-transparent-s39286558/,"        Shelving units with covers,          180x27x74 cm",IKEA of Sweden,other,other
50434185,ALGOT,Bookcases & shelving units,20,https://www.ikea.com/sa/en/p/algot-wall-upright-black-50434185/,"        Wall upright,          84 cm",Francis Cayouette,black,other
69272649,BROR,Bookcases & shelving units,375,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s69272649/,"        Shelving unit,          65x55x110 cm",IKEA of Sweden,black,other
80291665,GLASSVIK,Bookcases & shelving units,195,https://www.ikea.com/sa/en/p/glassvik-glass-door-white-frosted-glass-80291665/,"        Glass door,          60x64 cm",IKEA of Sweden,white,other
60441562,TIMMERVIKEN,Bookcases & shelving units,60,https://www.ikea.com/sa/en/p/timmerviken-drawer-front-black-60441562/,"        Drawer front,          60x26 cm","604.415.62 Drawers make it easy to keep your things organised.To be completed with BESTÅ drawer frame 60X15X40 cm and BESTÅ drawer runner, sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.",black,other
9300650,BESTÅ,Bookcases & shelving units,2635,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s09300650/,"        TV storage combination/glass doors,          300x42x193 cm",IKEA of Sweden,black,other
10441569,STOCKVIKEN,Bookcases & shelving units,210,https://www.ikea.com/sa/en/p/stockviken-door-anthracite-10441569/,"        Door,          60x64 cm",104.415.69 You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,other,other
19057483,BESTÅ,Bookcases & shelving units,480,https://www.ikea.com/sa/en/p/besta-wall-cabinet-with-2-doors-lappviken-white-s19057483/,"        Wall cabinet with 2 doors,          60x22x128 cm",IKEA of Sweden,white,other
19276414,ALGOT / SKÅDIS,Bookcases & shelving units,598,https://www.ikea.com/sa/en/p/algot-skadis-wall-upright-shelves-rod-s19276414/,"        Wall upright/shelves/rod,          132x41x199 cm",Francis Cayouette/Eva Lilja Löwenhielm,other,other
30452613,BROR,Bookcases & shelving units,90,https://www.ikea.com/sa/en/p/bror-post-white-30452613/,"        Post,          110 cm",IKEA of Sweden,white,other
39184437,SVALNÄS,Bookcases & shelving units,1395,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-white-s39184437/,"        Wall-mounted storage combination,          130x35x176 cm",Jon Karlsson,white,other
39292026,BILLY / MORLIDEN,Bookcases & shelving units,595,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-brown-ash-veneer-glass-s39292026/,"        Bookcase with glass-doors,          80x30x202 cm",Gillis Lundgren/IKEA of Sweden,brown,bookcase
49133579,IVAR,Bookcases & shelving units,365,https://www.ikea.com/sa/en/p/ivar-1-section-bottle-racks-pine-grey-s49133579/,"        1 section/bottle racks,          89x30x124 cm",IKEA of Sweden/Sarah Fager,grey,other
40206476,GALANT,Bookcases & shelving units,395,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40206476/,"        Add-on unit,          80x80 cm",K Malmvall/E Lilja Löwenhielm,white,other
49221062,EKET,Bookcases & shelving units,1260,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-s49221062/,"        Cabinet combination with feet,          210x35x180 cm",Jon Karlsson/IKEA of Sweden,white,cabinet
49272706,BROR,Bookcases & shelving units,1345,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s49272706/,"        Shelving unit,          234x55x190 cm",IKEA of Sweden,black,other
49299032,BESTÅ,Bookcases & shelving units,1215,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-nannarp-high-gloss-dark-red-brown-s49299032/,"        TV bench,          180x42x48 cm",IKEA of Sweden/Carl Öjerstam,black,bench
49302874,IVAR,Bookcases & shelving units,453,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-rails-cover-s49302874/,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",IKEA of Sweden,other,other
50470512,IVAR,Bookcases & shelving units,245,https://www.ikea.com/sa/en/p/ivar-shelf-black-50470512/,"        Shelf,          83x30 cm",IKEA of Sweden,black,shelf
59303477,IVAR,Bookcases & shelving units,2275,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s59303477/,"        Shelving unit w cabinets/drawers,          344x30x226 cm",IKEA of Sweden,red,cabinet
60291845,HANVIKEN,Bookcases & shelving units,100,https://www.ikea.com/sa/en/p/hanviken-door-white-60291845/,"        Door,          60x64 cm",Marcus Arvonen,white,other
60414257,VASSVIKEN,Bookcases & shelving units,75,https://www.ikea.com/sa/en/p/vassviken-drawer-front-white-60414257/,"        Drawer front,          60x26 cm",IKEA of Sweden,white,other
69017833,BILLY / MORLIDEN,Bookcases & shelving units,1770,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,"        Bookcase,          160x30x237 cm",IKEA of Sweden/Gillis Lundgren,white,bookcase
69239607,ALGOT,Bookcases & shelving units,347,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-s69239607/,"        Wall upright/shelves/rod,          132x41x197 cm",Francis Cayouette,other,other
69275718,BROR,Bookcases & shelving units,1340,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-black-s69275718/,"        Shelving unit with cabinets,          170x40x110 cm",IKEA of Sweden,black,cabinet
69288018,IVAR,Bookcases & shelving units,1045,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-shelves-rails-pine-s69288018/,"        Shelving unit with shelves/rails,          259x50x179 cm",IKEA of Sweden,other,other
69304754,IVAR,Bookcases & shelving units,1745,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-tbl-cabinets-shlvs-pine-s69304754/,"        Shelving unit w tbl/cabinets/shlvs,          259x30-104x179 cm",IKEA of Sweden,other,cabinet
70348785,SKÄRHAMN,Bookcases & shelving units,29,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-70348785/,"        Knob,          22 mm",Ebba Strandmark,black,other
70470511,IVAR,Bookcases & shelving units,145,https://www.ikea.com/sa/en/p/ivar-side-unit-black-70470511/,"        Side unit,          30x179 cm",IKEA of Sweden,black,other
70394471,BOTTNA,Bookcases & shelving units,65,https://www.ikea.com/sa/en/p/bottna-display-shelf-light-beige-70394471/,"        Display shelf,          76x32 cm",K Hagberg/M Hagberg,brown,shelf
89248371,IVAR,Bookcases & shelving units,1045,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s89248371/,"        3 sections/shelves,          219x30x226 cm",IKEA of Sweden,other,other
89287683,IVAR,Bookcases & shelving units,428,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s89287683/,"        Shelving unit with clothes rail,          89x50x226 cm",IKEA of Sweden,other,other
89297663,JONAXEL,Bookcases & shelving units,670,https://www.ikea.com/sa/en/p/jonaxel-frame-w-bskts-clths-rl-shlv-uts-s89297663/,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",IKEA of Sweden,other,other
89323723,IVAR,Bookcases & shelving units,1980,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s89323723/,"        Shelving unit w cabinets/drawers,          259x30x179 cm",IKEA of Sweden,red,cabinet
90226797,UPPLEVA,Bookcases & shelving units,145,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-fixed-90226797/,"        Wall bracket for TV, fixed,          37-55 """,IKEA of Sweden,other,other
90443625,NOTVIKEN,Bookcases & shelving units,115,https://www.ikea.com/sa/en/p/notviken-door-blue-90443625/,"        Door,          60x64 cm",904.436.25 The doors keep your belongings hidden and free from dust.You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,blue,other
99248380,IVAR,Bookcases & shelving units,990,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-cabinet-pine-s99248380/,"        3 sections/shelves/cabinet,          259x30x124 cm",IKEA of Sweden,other,cabinet
99288012,IVAR,Bookcases & shelving units,718,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-drwrs-rail-s99288012/,"        Shelving unit w shelves/drwrs/rail,          174x50x124 cm",IKEA of Sweden/Sarah Fager,other,other
99315812,IVAR,Bookcases & shelving units,395,https://www.ikea.com/sa/en/p/ivar-shelving-unit-black-s99315812/,"        Shelving unit,          89x30x179 cm",IKEA of Sweden,black,other
90265246,HISHULT,Bookcases & shelving units,35,https://www.ikea.com/sa/en/p/hishult-handle-porcelain-white-90265246/,"        Handle,          140 mm",K Hagberg/M Hagberg,white,other
70236151,ORRNÄS,Bookcases & shelving units,29,https://www.ikea.com/sa/en/p/orrnaes-handle-stainless-steel-colour-stainless-steel-70236151/,"        Handle,          170 mm",IKEA of Sweden,other,other
50323597,BILLSBRO,Bookcases & shelving units,35,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-50323597/,"        Handle,          320 mm",H Preutz/A Fredriksson,other,other
29248345,IVAR,Bookcases & shelving units,906,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s29248345/,"        2 sections/shelves,          134x50x226 cm",IKEA of Sweden,other,other
70441566,RIKSVIKEN,Bookcases & shelving units,225,https://www.ikea.com/sa/en/p/riksviken-door-light-bronze-effect-70441566/,"        Door,          60x64 cm",704.415.66 You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,other,other
423721,KALLAX,Bookcases & shelving units,100,https://www.ikea.com/sa/en/p/kallax-insert-with-mirror-door-00423721/,"        Insert with mirror door,          33x33 cm",IKEA of Sweden,other,other
10357004,KALLRÖR,Bookcases & shelving units,35,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,"        Handle,          405 mm",IKEA of Sweden,other,other
19288006,IVAR,Bookcases & shelving units,760,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s19288006/,"        Shelving unit with clothes rail,          174x50x226 cm",IKEA of Sweden,other,other
79248319,IVAR,Bookcases & shelving units,440,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s79248319/,"        2 sections/shelves,          134x30x179 cm",IKEA of Sweden,other,other
79320744,SVALNÄS,Bookcases & shelving units,1245,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s79320744/,"        Wall-mounted workspace combination,          150x35x176 cm",Jon Karlsson,white,other
89297677,JONAXEL,Bookcases & shelving units,560,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelves-s89297677/,"        Frame/wire baskets/top shelves,          148x51x104 cm",IKEA of Sweden,other,other
99303442,IVAR,Bookcases & shelving units,1225,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s99303442/,"        Shelving unit w cabinets/drawers,          219x30x226 cm",IKEA of Sweden,red,cabinet
9291622,KOLBJÖRN,Bookcases & shelving units,1145,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s09291622/,"        Shelving unit with cabinet,          251x37x161 cm",IKEA of Sweden,brown,cabinet
29184433,SVALNÄS,Bookcases & shelving units,1620,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s29184433/,"        Wall-mounted shelf combination,          193x25x176 cm",Jon Karlsson,other,shelf
29248538,IVAR,Bookcases & shelving units,1013,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s29248538/,"        3 sections/shelves,          139x50x124-226 cm",IKEA of Sweden,other,other
29285470,ALGOT,Bookcases & shelving units,555,https://www.ikea.com/sa/en/p/algot-2-sections-shelves-black-s29285470/,"        2 sections/shelves,          127x41x180 cm",Francis Cayouette,black,other
30441554,TIMMERVIKEN,Bookcases & shelving units,115,https://www.ikea.com/sa/en/p/timmerviken-door-black-30441554/,"        Door,          60x64 cm",304.415.54 The door keeps your belongings hidden and free from dust.You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,black,other
39230712,BILLY,Bookcases & shelving units,700,https://www.ikea.com/sa/en/p/billy-bookcase-combination-hght-extension-black-brown-s39230712/,"        Bookcase combination/hght extension,          120x28x237 cm",IKEA of Sweden/Gillis Lundgren,black,bookcase
39311789,JONAXEL,Bookcases & shelving units,950,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311789/,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x207 cm",IKEA of Sweden,other,other
49294548,VITTSJÖ,Bookcases & shelving units,1035,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s49294548/,"        Storage combination,          300x36x175 cm",Johan Kroon,black,other
59311463,JONAXEL,Bookcases & shelving units,975,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-clothes-rails-s59311463/,"        Frame/mesh baskets/clothes rails,          148x51x207 cm",IKEA of Sweden,other,other
59385755,BROR,Bookcases & shelving units,375,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s59385755/,"        Shelving unit,          85x55x110 cm",IKEA of Sweden,white,other
69248386,IVAR,Bookcases & shelving units,1110,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s69248386/,"        3 sections/shelves,          259x30x179 cm",IKEA of Sweden,other,other
69285473,ALGOT / BROR,Bookcases & shelving units,1311,https://www.ikea.com/sa/en/p/algot-bror-shelving-unit-with-cabinet-black-s69285473/,"        Shelving unit with cabinet,          162x41x162 cm",Francis Cayouette/IKEA of Sweden,black,cabinet
