item_id,name,category,price,link,short_description,designer,basic_color,furniture
90420332,FREKVENS,Bar furniture,265,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,"        Bar table, in/outdoor,          51x51 cm",Nicholai Wiig Hansen,black,table
368814,NORDVIKEN,Bar furniture,995,https://www.ikea.com/sa/en/p/nordviken-bar-table-black-00368814/,"        Bar table,          140x80 cm",Francis Cayouette,black,table
9333523,NORDVIKEN / NORDVIKEN,Bar furniture,2095,https://www.ikea.com/sa/en/p/nordviken-nordviken-bar-table-and-4-bar-stools-black-black-s09333523/,        Bar table and 4 bar stools,Francis Cayouette,black,stool
80155205,STIG,Bar furniture,69,https://www.ikea.com/sa/en/p/stig-bar-stool-with-backrest-black-silver-colour-80155205/,"        Bar stool with backrest,          74 cm",Henrik Preutz,black,stool
30180504,NORBERG,Bar furniture,225,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,"        Wall-mounted drop-leaf table,          74x60 cm",Marcus Arvonen,white,table
10122647,INGOLF,Bar furniture,345,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-10122647/,"        Bar stool with backrest,          63 cm",Carina Bengs,white,stool
70404875,FRANKLIN,Bar furniture,129,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,"        Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,white,stool
60155602,DALFRED,Bar furniture,195,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,"        Bar stool,          63-74 cm",Sarah Fager,black,stool
50406465,FRANKLIN,Bar furniture,129,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-50406465/,"        Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,black,stool
69304221,EKEDALEN / EKEDALEN,Bar furniture,2176,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-grey-s69304221/,        Bar table and 4 bar stools,Ehlén Johansson,brown,stool
90404879,FRANKLIN,Bar furniture,149,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,white,stool
121766,INGOLF,Bar furniture,395,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-00121766/,"        Bar stool with backrest,          74 cm",Carina Bengs,white,stool
397736,NORRARYD,Bar furniture,395,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,"        Bar stool with backrest,          74 cm",Nike Karlsson,black,stool
50420329,FREKVENS,Bar furniture,177,https://www.ikea.com/sa/en/p/frekvens-bar-stool-with-backrest-in-outdoor-black-50420329/,"        Bar stool with backrest, in/outdoor,          74 cm",Nicholai Wiig Hansen,black,stool
400550,EKEDALEN,Bar furniture,345,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,"        Bar stool with backrest,          75 cm",Ehlén Johansson,brown,stool
29304826,TOMMARYD,Bar furniture,695,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,"        Table,          130x70/105 cm",Maja Ganszyniec,other,table
40426138,HENRIKSDAL,Bar furniture,395,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,"        Bar stool with backrest frame,          74 cm",Karl Malmvall,brown,stool
50363649,KULLABERG,Bar furniture,140,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,        Stool,Sarah Fager,black,stool
70246089,JANINGE,Bar furniture,595,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,white,stool
60406785,FRANKLIN,Bar furniture,149,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,black,stool
340759,EKEDALEN,Bar furniture,995,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,"        Bar table,          120x80 cm",Ehlén Johansson,white,table
30352246,RÅSKOG,Bar furniture,175,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,"        Bar stool,          63 cm",Nike Karlsson,black,stool
10281354,JANINGE,Bar furniture,595,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,grey,stool
90400517,EKEDALEN,Bar furniture,796,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,"        Bar table,          120x80 cm",Ehlén Johansson,brown,table
400545,EKEDALEN,Bar furniture,345,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,"        Bar stool with backrest,          75 cm",Ehlén Johansson,white,stool
10400540,EKEDALEN,Bar furniture,345,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,"        Bar stool with backrest,          75 cm",Ehlén Johansson,brown,stool
40400529,EKEDALEN,Bar furniture,796,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,"        Bar table,          120x80 cm",Ehlén Johansson,brown,table
90319918,HENRIKSDAL,Bar furniture,695,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,"        Bar stool with backrest,          74 cm",Karl Malmvall,black,stool
29297227,STENSELE / NORRARYD,Bar furniture,1340,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,        Bar table and 2 bar stools,Nike Karlsson/Maja Ganszyniec,black,stool
99323925,STENSELE,Bar furniture,550,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,"        Bar table,          70x70 cm",Maja Ganszyniec,other,table
40339004,NORRÅKER,Bar furniture,595,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,black,table
39184324,HENRIKSDAL,Bar furniture,435,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,"        Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,black,stool
19297275,NORRÅKER / NORRÅKER,Bar furniture,1266,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,other,stool
60400745,YNGVAR,Bar furniture,475,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,"        Bar stool,          75 cm",IKEA of Sweden,other,stool
20336619,HENRIKSDAL,Bar furniture,40,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,        Cover for bar stool with backrest,IKEA of Sweden,white,stool
20429010,NORRÅKER,Bar furniture,395,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,"        Bar stool with backrest,          74 cm",J Karlsson/N Karlsson,other,stool
80369112,NORDVIKEN,Bar furniture,275,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,"        Bar stool with backrest,          75 cm",Francis Cayouette,black,stool
89280380,NORRÅKER / NORRARYD,Bar furniture,1385,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,black,stool
29304223,EKEDALEN / EKEDALEN,Bar furniture,2375,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,white,stool
49304217,EKEDALEN / EKEDALEN,Bar furniture,2176,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-brown-orrsta-light-grey-s49304217/,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,brown,stool
272656,BERNHARD,Bar furniture,745,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,"        Bar stool with backrest,          66 cm",Ola Wihlborg,white,stool
79241940,NORRÅKER / NORRÅKER,Bar furniture,1385,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,black,stool
89297272,NORRÅKER / NORRARYD,Bar furniture,1266,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,black,stool
9288224,STENSELE,Bar furniture,550,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,"        Bar table,          70 cm",Maja Ganszyniec,other,table
30135658,GLENN,Bar furniture,445,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,"        Bar stool,          77 cm",Marcus Arvonen,white,stool
49297274,NORRÅKER / NORRÅKER,Bar furniture,1266,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,black,stool
30308395,RÅSKOG,Bar furniture,175,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,"        Bar stool,          63 cm",Nike Karlsson,brown,stool
29123958,MINNEN,Beds,395,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,white,bed
49278341,BRIMNES,Beds,895,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,white,bed
50461230,SMÅGÖRA,Beds,595,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,"        Cot,          60x120 cm",IKEA of Sweden,white,other
89326463,PLATSA,Beds,2111,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/,"        Bed frame with 4 drawers,          140x244x163 cm",Ola Wihlborg/IKEA of Sweden,white,other
50468953,VATTVIKEN,Beds,995,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,        Armchair-bed,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.",grey,bed
69326609,SLÄKT,Beds,540,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Ebba Strandmark,white,bed
59099136,BRIMNES,Beds,795,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/,"        Bed frame w storage and headboard,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,white,bed
40395245,NEIDEN,Beds,99,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,"        Bed frame,          90x200 cm",Jon Karlsson,other,bed
69277307,LEIRVIK,Beds,1195,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,"        Bed frame,          180x200 cm",IKEA of Sweden/Carina Bengs,white,bed
70395239,NEIDEN,Beds,199,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,"        Bed frame,          140x200 cm",Jon Karlsson,other,bed
89931560,HEMNES,Beds,675,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,"        Bed frame,          140x200 cm",IKEA of Sweden/Carina Bengs,white,bed
30446373,SLATTUM,Beds,595,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/,"        Upholstered bed frame,          140x200 cm",David Wahl,red,bed
59248612,NEIDEN,Beds,199,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,"        Bed frame,          90x200 cm",Jon Karlsson/IKEA of Sweden,other,bed
19254209,SAGSTUA,Beds,545,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-s19254209/,"        Bed frame,          140x200 cm",IKEA of Sweden/Paulin Machado,white,bed
20400691,BRIMNES,Beds,575,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,"        Bed frame with storage,          90x200 cm",K Hagberg/M Hagberg,white,bed
39019701,ASKVOLL,Beds,445,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,white,bed
69912770,TRYSIL,Beds,525,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,"        Bed frame,          160x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,white,bed
29931596,MALM,Beds,495,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/,"        Bed frame, high,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,white,bed
29179554,RAMSTA,Beds,445,https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/,"        Day-bed frame with slatted bed base,          90x200 cm",IKEA of Sweden,white,bed
9241043,SONGESAND,Beds,395,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-s09241043/,"        Bed frame,          140x200 cm",IKEA of Sweden,brown,bed
19175957,MALM,Beds,920,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,"        Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,white,other
19185433,SNIGLAR,Beds,195,https://www.ikea.com/sa/en/p/sniglar-bed-frame-with-slatted-bed-base-beech-s19185433/,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden,other,bed
39122072,LAUVIK,Beds,1729,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-firm-dark-beige-s39122072/,"        Divan bed,          140x200 cm",IKEA of Sweden/Synnöve Mork/Ola Wihlborg,brown,bed
79902935,BRIMNES,Beds,575,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,"        Bed frame with storage,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,white,bed
90349326,HEMNES,Beds,1495,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,white,other
99157983,NESTTUN,Beds,595,https://www.ikea.com/sa/en/p/nesttun-bed-frame-white-s99157983/,"        Bed frame,          140x200 cm",IKEA of Sweden/David Wahl,white,bed
69057522,TYSSEDAL,Beds,1395,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,"        Bed frame,          140x200 cm",Ebba Strandmark/IKEA of Sweden,white,bed
79012991,MALM,Beds,670,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/,"        Bed frame, high, w 2 storage boxes,          90x200 cm",Eva Lilja Löwenhielm,white,other
249487,MALM,Beds,445,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/,"        Bed frame, high,          90x200 cm",Eva Lilja Löwenhielm,white,bed
89227731,SLÄKT,Beds,995,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/,"        Bed frame with underbed and storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,white,bed
90331091,RIDABU,Beds,100,https://www.ikea.com/sa/en/p/ridabu-mirror-door-white-90331091/,"        Mirror door,          40x120 cm","903.310.91 The door can be hung with the opening to the right or the left.To be completed with 3 HJÄLPA hinges, sold separately.Fits with PLATSA wardrobe system.Knobs and handles are sold separately.",white,other
69185435,KRITTER,Beds,360,https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden/Anna Efverlund,white,bed
29194427,HEMNES,Beds,1375,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/,"        Bed frame with 4 storage boxes,          140x200 cm",IKEA of Sweden/Carina Bengs,white,other
89305446,PLATSA,Beds,2600,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-doors-white-s89305446/,"        Bed frame with 10 doors,          143x244x223 cm",IKEA of Sweden,white,other
19259631,SAGSTUA,Beds,745,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s19259631/,"        Bed frame,          90x200 cm",Paulin Machado,white,bed
80017389,SANDVIKA,Beds,295,https://www.ikea.com/sa/en/p/sandvika-guest-bed-80017389/,"        Guest bed,          80x190 cm",IKEA of Sweden,other,bed
39248608,NEIDEN,Beds,399,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/,"        Bed frame,          140x200 cm",Jon Karlsson/IKEA of Sweden,other,bed
69323757,MINNEN,Beds,395,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-turquoise-s69323757/,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,other,bed
79227755,SLÄKT,Beds,375,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-slatted-bed-base-white-s79227755/,"        Bed frame with slatted bed base,          90x200 cm",IKEA of Sweden/Ebba Strandmark,white,bed
90354327,HAMMARN,Beds,399,https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/,"        Sofa-bed,          120 cm",Jonas Hultqvist,black,sofa
79247598,BJÖRKSNÄS,Beds,2040,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/,"        Bed frame,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,other,bed
10362963,SLÄKT,Beds,425,https://www.ikea.com/sa/en/p/slaekt-pouffe-mattress-foldable-10362963/,"        Pouffe/mattress, foldable",Gustav Carlberg,other,other
9241420,NORDLI,Beds,2290,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,"        Bed frame w storage and headboard,          140x200 cm",Ola Wihlborg,white,bed
20424362,FYRESDAL,Beds,549,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,"        Day-bed frame,          80x200 cm",K Hagberg/M Hagberg,black,bed
69241097,SONGESAND,Beds,570,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/,"        Bed frame with 2 storage boxes,          140x200 cm",IKEA of Sweden,brown,other
39931609,MALM,Beds,945,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/,"        Bed frame, high, w 4 storage boxes,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,white,other
20467629,MYDAL,Beds,895,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,white,bed
239233,TUFFING,Beds,475,https://www.ikea.com/sa/en/p/tuffing-bunk-bed-frame-dark-grey-00239233/,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,grey,bed
29239459,SÄBÖVIK,Beds,1745,https://www.ikea.com/sa/en/p/saeboevik-divan-bed-grey-firm-s29239459/,"        Divan bed,          140x200 cm",IKEA of Sweden,grey,bed
60116960,LYCKSELE,Beds,100,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,        Storage box 2-seat sofa-bed,IKEA of Sweden,black,sofa
89019992,TARVA,Beds,871,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-leirsund-s89019992/,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,other,bed
30249546,HEMNES,Beds,695,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-30249546/,"        Bed frame,          90x200 cm",Carina Bengs,white,bed
89019572,HEMNES,Beds,995,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019572/,"        Bed frame,          90x200 cm",Carina Bengs,white,bed
70305700,BUSUNGE,Beds,795,https://www.ikea.com/sa/en/p/busunge-extendable-bed-white-70305700/,"        Extendable bed,          80x200 cm",Carl Öjerstam,white,bed
40433902,MARKERAD,Beds,480,https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/,"        Day-bed frame,          80x200 cm",Virgil Abloh,other,bed
79129986,GJÖRA,Beds,1640,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,"        Bed frame,          140x200 cm",Monika Mulder/IKEA of Sweden,other,bed
360484,UTÅKER,Beds,695,https://www.ikea.com/sa/en/p/utaker-stackable-bed-pine-00360484/,"        Stackable bed,          80x200 cm",Henrik Preutz,other,bed
44361010,BRYNE,Beds,49,https://www.ikea.com/sa/en/p/bryne-net-white-44361010/,        Net,443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.,white,other
80253809,KURA,Beds,745,https://www.ikea.com/sa/en/p/kura-reversible-bed-white-pine-80253809/,"        Reversible bed,          90x200 cm",T Christensen/K Legaard,white,bed
39216754,FRIHETEN,Beds,1846,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,        Corner sofa-bed with storage,IKEA of Sweden,grey,sofa
10448325,VITVAL,Beds,295,https://www.ikea.com/sa/en/p/vitval-underbed-white-10448325/,"        Underbed,          90x200 cm",Tord Björklund,white,bed
30160209,LURÖY,Beds,100,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,"        Slatted bed base,          80x200 cm",IKEA of Sweden,other,bed
30248537,SNIGLAR,Beds,295,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,"        Cot,          60x120 cm",IKEA of Sweden,other,other
29188822,HEMNES,Beds,1145,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29188822/,"        Bed frame with 2 storage boxes,          90x200 cm",IKEA of Sweden/Carina Bengs,white,other
60372276,HEMNES,Beds,1495,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,grey,other
19009562,MALM,Beds,545,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/,"        Bed frame, high,          90x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,white,bed
99239451,SLÄKT,Beds,620,https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/,"        Underbed with storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,white,bed
99287550,DELAKTIG,Beds,2195,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-rattan-s99287550/,"        Bed frame with headboard,          160x200 cm",Tom Dixon/IKEA of Sweden,other,bed
19268763,STUVA,Beds,1725,https://www.ikea.com/sa/en/p/stuva-loft-bed-combo-w-2-shlvs-3-shlvs-white-s19268763/,"        Loft bed combo w 2 shlvs/3 shlvs,          207x99x182 cm",IKEA of Sweden/Ebba Strandmark,white,other
29250753,LAUVIK,Beds,2425,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-dark-beige-s29250753/,"        Divan bed,          160x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,brown,bed
49303393,VIMLE,Beds,1400,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/,"        Cover for corner sofa-bed, 4-seat",Ehlén Johansson,other,other
89186778,KONGSFJORD,Beds,8551,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/,"        Divan bed,          180x200 cm",Ola Wihlborg/IKEA of Sweden/Synnöve Mork,grey,bed
9306416,NYHAMN,Beds,1470,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,        Sofa-bed with triple cushion,IKEA of Sweden/L Hilland/Lisa Hilland,yellow,sofa
50340163,NYHAMN,Beds,450,https://www.ikea.com/sa/en/p/nyhamn-foam-mattress-firm-50340163/,"        Foam mattress,          140x200 cm",IKEA of Sweden/L Hilland,other,other
29291956,SLÄKT,Beds,1395,https://www.ikea.com/sa/en/p/slaekt-bed-frame-w-storage-slatted-bedbase-white-s29291956/,"        Bed frame w storage+slatted bedbase,          90x200 cm",IKEA of Sweden/Ebba Strandmark,white,bed
70284203,ASKEBY,Beds,995,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,        Two-seat sofa-bed,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",black,sofa
20228709,BRIMNES,Beds,220,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-20228709/,"        Headboard with storage compartment,          140 cm",K Hagberg/M Hagberg,white,other
49046068,SUNDVIK,Beds,849,https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-white-s49046068/,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden,white,bed
20404806,MALM,Beds,1595,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-20404806/,"        Ottoman bed,          160x200 cm",Eva Lilja Löwenhielm,white,bed
9186126,HEMNES,Beds,2185,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",Carina Bengs/IKEA of Sweden,white,other
70362427,SOLGUL,Beds,395,https://www.ikea.com/sa/en/p/solgul-cradle-with-foam-mattress-white-70362427/,"        Cradle with foam mattress,          66x84 cm",IKEA of Sweden,white,other
102452,MYDAL,Beds,795,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,other,bed
40349847,NORDLI,Beds,1595,https://www.ikea.com/sa/en/p/nordli-bed-frame-with-storage-white-40349847/,"        Bed frame with storage,          140x200 cm",Ola Wihlborg,white,bed
30099293,VIKARE,Beds,95,https://www.ikea.com/sa/en/p/vikare-guard-rail-white-30099293/,        Guard rail,IKEA of Sweden,white,other
70426537,DELAKTIG,Beds,595,https://www.ikea.com/sa/en/p/delaktig-headboard-rattan-70426537/,"        Headboard,          160 cm",Tom Dixon,other,other
90299449,TUFFING,Beds,645,https://www.ikea.com/sa/en/p/tuffing-loft-bed-frame-dark-grey-90299449/,"        Loft bed frame,          90x200 cm","902.994.49 A good solution where space is limited.It’s easier to get in and out of the bed with a centered ladder. You can use the space under the bed for storage, a workspace or seating.Recommended for ages from 6 years.High beds and the upper bed of bunk or loft beds are not suitable for children under 6 years due to the risk of injury from falls.Bed base included.Mattress and bedlinen are sold separately.Max load indicates static weight, in other words the load which the bed withstands if you lie or sit on it.",grey,bed
39277498,VALLENTUNA,Beds,1848,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-orrsta-light-grey-s39277498/,        Sofa-bed module with backrests,Fredriksson/L Löwenhielm/Hilland,grey,sofa
40411410,VITVAL,Beds,200,https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/,"        Desk top,          95x45 cm",IKEA of Sweden,white,desk
